external_id,boundary
556,"MULTIPOLYGON (((126.52345640000001 -8.810584599999997, 126.52302369999997 -8.810520699999993, 126.5226027 -8.810540999999992, 126.5225469 -8.810343599999998, 126.5223998 -8.810159700000003, 126.5221048 -8.810010299999995, 126.52189179999999 -8.809967299999999, 126.52184279999999 -8.809844700000003, 126.52179229999997 -8.809461399999998, 126.52179009999999 -8.809094999999997, 126.5216877 -8.808755500000007, 126.52172269999997 -8.808678099999993, 126.52233059999998 -8.808696399999995, 126.5223855 -8.808744599999999, 126.52250050000002 -8.80876819999999, 126.5226414 -8.808907299999992, 126.52271069999998 -8.809032700000008, 126.52268749999999 -8.809099100000001, 126.5227746 -8.809483299999995, 126.5228901 -8.809737599999998, 126.52295210000001 -8.8097817, 126.5230368 -8.809768199999999, 126.5232844 -8.809841199999989, 126.52329770000001 -8.810034399999997, 126.5234797 -8.810445900000005, 126.52345640000001 -8.810584599999997)))"
557,"MULTIPOLYGON (((126.64855929992787 -8.65018525939619, 126.64864977208038 -8.650107272953168, 126.6487186661557 -8.650051986647343, 126.64881943848249 -8.649953817781148, 126.64899812919857 -8.649899090212658, 126.64916642092972 -8.649770552376856, 126.64926609738602 -8.649726219294758, 126.64926416550247 -8.649693299824802, 126.64928325989828 -8.649664196469685, 126.64933922287253 -8.649607426824787, 126.64936098862763 -8.649520455791778, 126.64938153483791 -8.64947446794483, 126.64940690883964 -8.649426827288176, 126.64931540148628 -8.649313623120229, 126.64923460273725 -8.649306360706332, 126.64911491838551 -8.649285008873091, 126.64908053541993 -8.649235528482919, 126.64907015208644 -8.649163324838783, 126.64898930690346 -8.649151242617405, 126.64887609158824 -8.64929853538628, 126.64881058132495 -8.649369856644073, 126.64851959295923 -8.649499565239534, 126.64835046062508 -8.649708447297577, 126.64844907591366 -8.649889066548278, 126.64845399238556 -8.650064153059063, 126.64851111680032 -8.650127877024845, 126.64855929992787 -8.65018525939619)))"
558,"MULTIPOLYGON (((126.5972788 -8.589543199999998, 126.5972719 -8.589552999999997, 126.59726329999997 -8.589559200000005, 126.59725259999998 -8.5895631, 126.597242 -8.589558299999995, 126.59722829999998 -8.589559700000002, 126.5971731 -8.589545800000003, 126.5971615 -8.589535700000004, 126.5970592 -8.589484499999998, 126.5970108 -8.589451699999996, 126.5969991 -8.589448, 126.59698399999999 -8.589449499999997, 126.59695629999997 -8.589462399999992, 126.5969375 -8.589461600000002, 126.5968965 -8.58943129999999, 126.59688890000001 -8.589422099999998, 126.5968789 -8.589402300000005, 126.596785 -8.589224899999998, 126.5967745 -8.589220499999998, 126.59675610000001 -8.589178899999995, 126.59675349999999 -8.589159400000005, 126.59661080000001 -8.589036500000006, 126.59661 -8.58902749999999, 126.5966026 -8.5890199, 126.59659969999998 -8.589010700000001, 126.59660359999998 -8.588992200000002, 126.59659730000001 -8.588950900000002, 126.59658669999999 -8.588931599999995, 126.5965858 -8.588922600000004, 126.5966065 -8.588891699999992, 126.59662910000002 -8.588878199999996, 126.59664169999999 -8.588862799999996, 126.5966685 -8.588846900000007, 126.5966807 -8.588844399999994, 126.59670250000002 -8.588833900000001, 126.5967147 -8.5888321, 126.59672899999998 -8.588824600000002, 126.59677730000001 -8.588822299999995, 126.59682369999997 -8.588828699999997, 126.5968491 -8.5888394, 126.59688870000001 -8.588879999999996, 126.59690129999997 -8.588886199999997, 126.5970702 -8.588914899999995, 126.5971814 -8.589012799999999, 126.59722419999997 -8.589038799999999, 126.59725409999999 -8.589065999999997, 126.5973271 -8.589082500000004, 126.59735160000001 -8.589078300000002, 126.59744280000001 -8.589101900000001, 126.59745560000002 -8.589110099999997, 126.5974564 -8.589154199999996, 126.5974631 -8.589202799999995, 126.59750820000001 -8.589302599999993, 126.59751659999998 -8.589311300000002, 126.59752499999998 -8.589316800000002, 126.5975314 -8.589323500000003, 126.597529 -8.589342599999997, 126.5975132 -8.589359600000003, 126.5972788 -8.589543199999998)))"
559,"MULTIPOLYGON (((126.64461989999998 -8.6495004, 126.6443704 -8.649011499999993, 126.64485890000002 -8.648824200000007, 126.64524379999999 -8.649063199999995, 126.64544429999998 -8.649315099999992, 126.6453967 -8.649860699999996, 126.6452669 -8.650152400000003, 126.6448914 -8.649862299999999, 126.64461989999998 -8.6495004)))"
560,"MULTIPOLYGON (((126.66130453348161 -8.660586991745383, 126.6612767 -8.6608996, 126.6612837 -8.6611578, 126.66115869999999 -8.661422900000002, 126.6600267961621 -8.661119305222359, 126.6602146 -8.660673499999998, 126.6607688 -8.660574400000002, 126.66130453348161 -8.660586991745383)))"
561,"MULTIPOLYGON (((126.66051725609537 -8.687059738606713, 126.66057623691847 -8.686910088711398, 126.66067166571587 -8.686753824395655, 126.66078189777204 -8.686825426679956, 126.6608622927997 -8.686936152501982, 126.66092420838585 -8.687023879258597, 126.66059445835258 -8.68726304553936, 126.66057077891675 -8.687223183735108, 126.66051866867683 -8.687140373809028, 126.66044551861681 -8.687095036863102, 126.66045914629187 -8.687039782779301, 126.66051725609537 -8.687059738606713)))"
562,"MULTIPOLYGON (((126.57353419143361 -8.591447414357665, 126.5732975825778 -8.59144961137181, 126.57317059658314 -8.591459513241931, 126.57303687459917 -8.591452031988322, 126.57296660474829 -8.59143523877276, 126.5728931508422 -8.591429378619521, 126.57276192618619 -8.591454584633025, 126.57265270169864 -8.591489399538718, 126.57261504898842 -8.591446135005159, 126.57260158731007 -8.591412459061749, 126.57255013579055 -8.591299540080543, 126.57262806548894 -8.591198504266902, 126.5726619947971 -8.591078250580633, 126.57265888446362 -8.59098014777734, 126.57265991058647 -8.590855838127712, 126.57270215365169 -8.590687531793776, 126.57270154066418 -8.590622116368328, 126.57259367968783 -8.590568599991622, 126.57247251036468 -8.59049776146537, 126.57246319544657 -8.590438968906934, 126.57242746812358 -8.590367337273777, 126.57252341466517 -8.590318471218755, 126.57258191295719 -8.590248145705063, 126.57268408455288 -8.590162149881987, 126.57278451478784 -8.590124145695247, 126.57289027106182 -8.58995306913891, 126.5729860130867 -8.589882397898403, 126.57301355377362 -8.589781829899243, 126.57314551344751 -8.589835122516048, 126.57322206933542 -8.589821327621385, 126.57329223667922 -8.589827218344041, 126.57339091524858 -8.589836115418734, 126.57367031752152 -8.589724486353331, 126.57396685376752 -8.589804599751828, 126.57431560160688 -8.589844975426296, 126.57450991410806 -8.590122300544307, 126.57459394859589 -8.59043881190171, 126.57470414371794 -8.590858118241565, 126.57440457089456 -8.591155295098325, 126.57422432748172 -8.591327063728112, 126.57391480675996 -8.591381184722554, 126.57369280631202 -8.591422498928045, 126.57353419143361 -8.591447414357665)))"
563,"MULTIPOLYGON (((126.50125578045842 -8.914585103704269, 126.50094497948885 -8.91469573321909, 126.5003438293934 -8.914695733219085, 126.50030091404916 -8.914419821821797, 126.50027020000002 -8.914381499999996, 126.50026269257067 -8.914097538497188, 126.50031767785549 -8.914008769761747, 126.50051817297935 -8.914009432215076, 126.50051709999998 -8.9136852, 126.5006616 -8.91357029999999, 126.50077369999998 -8.913582799999997, 126.5008238 -8.913660900000005, 126.50096978992224 -8.913704372329748, 126.50099392980336 -8.9137991032226, 126.50110892951488 -8.913793472366004, 126.50116659700872 -8.913826595050534, 126.5013054013252 -8.914137285685166, 126.50136541575193 -8.914427771252713, 126.50125578045842 -8.914585103704269)))"
564,"MULTIPOLYGON (((126.8837931 -8.606151800000005, 126.8838022 -8.606260899999997, 126.88370999999998 -8.606403399999994, 126.88356539999997 -8.606229099999991, 126.88359260000001 -8.606094500000003, 126.8836741 -8.606034099999997, 126.88375820000002 -8.606071300000002, 126.8837931 -8.606151800000005)))"
565,"MULTIPOLYGON (((126.64505612840333 -8.64885589814047, 126.6451070205725 -8.64891640151983, 126.64524374143588 -8.648913277495138, 126.6453509085258 -8.649023309516858, 126.64547580758159 -8.64907491470633, 126.6455396920307 -8.649059741152136, 126.64560803018315 -8.648937112493085, 126.64556681111786 -8.6486462170113, 126.64558257352522 -8.648573244598802, 126.64575009710617 -8.648444208610588, 126.64579979188969 -8.648285346691134, 126.64577931936574 -8.64824913083641, 126.64563757161663 -8.648157634125273, 126.64556149580712 -8.648236643227538, 126.64521813584054 -8.648296353870428, 126.64516924489807 -8.64834870574466, 126.64505612840333 -8.64885589814047)))"
566,"MULTIPOLYGON (((126.50608998993438 -8.848614760340432, 126.5060628326481 -8.848606897056507, 126.50602005102635 -8.8486019354528, 126.50577750000001 -8.848444100000007, 126.5056342 -8.84840019999999, 126.50542449999998 -8.848250099999996, 126.5056102 -8.847826399999992, 126.50569050000001 -8.847841900000006, 126.50578949999999 -8.84794329999999, 126.5058344 -8.847950099999997, 126.5059133 -8.848095700000005, 126.50616810000001 -8.848206099999992, 126.50610329999999 -8.8483584, 126.50608150000001 -8.848513, 126.50608998993438 -8.848614760340432)))"
567,"MULTIPOLYGON (((126.48899540000001 -8.832094100000008, 126.4887438 -8.832345999999992, 126.4885826 -8.832332699999998, 126.48846789999997 -8.832385399999993, 126.48836949999998 -8.8322028, 126.4883816 -8.831902799999995, 126.4884827 -8.831778399999997, 126.48855609999998 -8.831600400000005, 126.4886526 -8.831538299999991, 126.48887790000002 -8.831540799999997, 126.4891049 -8.831588200000006, 126.4891803 -8.8315496, 126.48929089999999 -8.831590499999995, 126.48899540000001 -8.832094100000008)))"
568,"MULTIPOLYGON (((126.65942735277748 -8.659858625873117, 126.6592988032962 -8.659972750256275, 126.65919906605892 -8.659993865377823, 126.6591133783486 -8.660001406262657, 126.65897597091976 -8.659967779974444, 126.65884473148151 -8.659943502243108, 126.65872382745707 -8.659870742894102, 126.65860728682097 -8.6598301967143, 126.65869311580711 -8.659697666367684, 126.65872499319954 -8.659642258616602, 126.65876160923266 -8.659518263535906, 126.65881754740779 -8.659437090038304, 126.65887092771477 -8.659370724600675, 126.65887858825684 -8.659324956590691, 126.65890523289457 -8.659287070451667, 126.6589078669935 -8.659140553659505, 126.65898053038721 -8.659112978297417, 126.65907729353351 -8.65906366867876, 126.6591208714719 -8.659100881999082, 126.65916169654054 -8.65913274585196, 126.65924241048292 -8.659099717477082, 126.65934447127124 -8.65903960537693, 126.65944385716124 -8.658982206810233, 126.65938363192794 -8.65889945845557, 126.65959019409746 -8.658752331674838, 126.6598268816948 -8.65864792281998, 126.65990029913205 -8.658698289674254, 126.66001038630358 -8.658769808414705, 126.66011696845273 -8.658897806911694, 126.66024843072972 -8.659084701014898, 126.66022557968165 -8.65923544324454, 126.66015863034261 -8.659295219031033, 126.66007191651317 -8.659266483041574, 126.66002177060913 -8.65938791982063, 126.65989290935357 -8.659469792270247, 126.65984478795312 -8.659521323848365, 126.6597905256322 -8.659636080300407, 126.65968456960341 -8.659712357382736, 126.6596107118473 -8.659756071849182, 126.65955946033547 -8.659763282795474, 126.65953498343664 -8.659746045903159, 126.6594932369867 -8.659758541585926, 126.65945415238919 -8.659766979881717, 126.65941792471395 -8.659791518298393, 126.65940047308756 -8.659802437201838, 126.65940052510567 -8.6598078125373, 126.65942735277748 -8.659858625873117)))"
569,"MULTIPOLYGON (((126.64653934090477 -8.650572773533753, 126.64636099801139 -8.650555720578405, 126.64624080194649 -8.650527883372582, 126.64617043353101 -8.650514915174838, 126.64606787745393 -8.650539762286389, 126.64591839450262 -8.650495155060836, 126.64588207463144 -8.650459698052625, 126.64581187039327 -8.650463777454434, 126.64568691262869 -8.650475198719551, 126.64556523328817 -8.650471244360123, 126.64550507778934 -8.650451358931017, 126.64541160184187 -8.650351659765176, 126.64540042037697 -8.65025799551877, 126.64538960006752 -8.650201836175151, 126.64536858324813 -8.650154298685203, 126.64535068074618 -8.650074337919209, 126.64535699144346 -8.650018015216993, 126.64543455757973 -8.649799897653985, 126.64553094013947 -8.649667699386935, 126.6455337918048 -8.64960799982873, 126.64556441413771 -8.649585543807573, 126.64563277381927 -8.649567842708855, 126.64572188762496 -8.649570402784109, 126.64575455135207 -8.649582025773661, 126.64597906534533 -8.649590114276567, 126.64610313056426 -8.649663947734263, 126.64623398252873 -8.649730896709546, 126.64629585098264 -8.649750765716963, 126.64630121460654 -8.649951895513942, 126.64633398783391 -8.650152763870768, 126.64648938166918 -8.65027744596603, 126.6465651848929 -8.650321050886898, 126.64656277680713 -8.650426779072939, 126.6465497617157 -8.650498509984137, 126.64653934090477 -8.650572773533753)))"
570,"MULTIPOLYGON (((126.77694829999999 -8.489078700000006, 126.77702359999998 -8.4893636, 126.7770268 -8.489374099999997, 126.77703499999998 -8.48938259999999, 126.77704460000001 -8.489387100000002, 126.77706199999999 -8.489430300000004, 126.77707130000002 -8.489449500000003, 126.77708129999998 -8.489455400000002, 126.77708440000002 -8.489472, 126.7770825 -8.489503000000004, 126.77702770000002 -8.489610399999998, 126.7769929 -8.489652499999988, 126.77698249999999 -8.489677100000002, 126.77698309999998 -8.489716200000005, 126.7769871 -8.489725899999996, 126.77699440000002 -8.489731900000008, 126.77699689999999 -8.4897466, 126.77700509999998 -8.489758399999994, 126.77700749999997 -8.489774400000002, 126.77699909999997 -8.489810499999995, 126.77700140000002 -8.4898352, 126.7769895 -8.489859699999997, 126.7769688 -8.489874999999998, 126.77695799999998 -8.489878399999993, 126.77693090000001 -8.489878200000003, 126.77690009999998 -8.489898200000008, 126.77686779999999 -8.4899511, 126.776866 -8.489963499999996, 126.7768683 -8.489984, 126.77685950000001 -8.490004299999994, 126.77685830000001 -8.490013400000002, 126.77686070000001 -8.490027000000007, 126.77684999999997 -8.490038299999998, 126.7768485 -8.490051599999992, 126.77684149999999 -8.490059299999997, 126.77680880000001 -8.490075799999993, 126.7767985 -8.490073899999995, 126.77676820000002 -8.490056300000006, 126.77676169999998 -8.490049300000003, 126.77675139999997 -8.49004299999999, 126.7767414 -8.490042099999998, 126.7767183 -8.49005110000001, 126.7766941 -8.490049200000003, 126.7766848 -8.4900394, 126.7766648 -8.490028700000005, 126.77662729999999 -8.490032500000003, 126.7766173 -8.490023600000006, 126.7765699 -8.489948900000005, 126.77655379999999 -8.489937500000002, 126.77653180000001 -8.489933800000005, 126.77648410000002 -8.489904500000005, 126.77645470000002 -8.489900100000002, 126.77643769999999 -8.489889099999994, 126.77643340000002 -8.489877899999994, 126.77646459999998 -8.489802200000002, 126.7764661 -8.4897862, 126.77647010000001 -8.489774199999996, 126.77646909999999 -8.489764399999991, 126.77646200000001 -8.489749700000003, 126.7764432 -8.489734199999992, 126.776434 -8.48971569999999, 126.7764314 -8.489701799999999, 126.77643799999998 -8.489649299999993, 126.77643689999996 -8.489636899999997, 126.7764303 -8.489628199999995, 126.7764264 -8.489619400000004, 126.77642689999998 -8.489610199999994, 126.776415 -8.4895908, 126.7764078 -8.48958520000001, 126.77637789999999 -8.489581900000005, 126.77636710000002 -8.489586599999992, 126.77635190000001 -8.489597800000004, 126.7763343 -8.489617700000005, 126.77633150000001 -8.489626299999992, 126.77629589999997 -8.489641700000005, 126.7762871 -8.489649199999993, 126.77625700000002 -8.489655799999996, 126.776241 -8.489654799999993, 126.7762256 -8.489646499999994, 126.7762089 -8.48963119999999, 126.77620389999998 -8.489620499999997, 126.776191 -8.489610699999991, 126.77618439999999 -8.489600800000005, 126.7761712 -8.489593099999993, 126.7760928 -8.489586000000006, 126.7760632 -8.489597600000007, 126.77600109999999 -8.489590800000002, 126.77589669999999 -8.4895586, 126.77588420000001 -8.48955949999999, 126.7758174 -8.489524299999992, 126.77577979999998 -8.489515999999995, 126.7756988 -8.4894593, 126.77568640000001 -8.489454399999996, 126.7756734 -8.489427299999994, 126.7757097 -8.489278900000004, 126.77570889999998 -8.489265600000003, 126.77573079999999 -8.489236799999992, 126.7757508 -8.489224900000007, 126.7758052 -8.489161599999996, 126.77584499999999 -8.489044899999989, 126.77585209999997 -8.489031899999995, 126.7758642 -8.48901960000001, 126.77587569999999 -8.489014199999994, 126.7759062 -8.489012699999993, 126.77595099999998 -8.48898379999999, 126.7759628 -8.488981599999994, 126.7759802 -8.488983, 126.7760007 -8.488997800000007, 126.77601029999997 -8.489000399999993, 126.77601939999998 -8.488999700000008, 126.77604400000001 -8.489009100000008, 126.77605700000001 -8.4890085, 126.77607619999998 -8.489013299999991, 126.77608540000001 -8.48900579999999, 126.7761023 -8.488970900000005, 126.77611160000001 -8.488935600000007, 126.77607790000002 -8.4888138, 126.77607809999999 -8.488765899999997, 126.77608870000002 -8.488730999999992, 126.77610680000001 -8.48870470000001, 126.7761275 -8.488703500000002, 126.77613880000001 -8.488699899999999, 126.77616100000002 -8.488676599999993, 126.77617480000002 -8.488633200000008, 126.77618329999999 -8.488620400000004, 126.7761851 -8.488608499999996, 126.77619289999997 -8.488599299999992, 126.7762029 -8.488578600000002, 126.77621200000002 -8.488570500000002, 126.77627590000002 -8.488551999999997, 126.77636509999998 -8.488583799999995, 126.77637640000002 -8.488585099999993, 126.7764183 -8.488599599999992, 126.7764348 -8.4886118, 126.77644829999997 -8.488633600000007, 126.77645719999998 -8.488642799999997, 126.77647109999997 -8.4886696, 126.77647130000001 -8.488679000000005, 126.77648389999997 -8.488686100000006, 126.77649489999999 -8.4886887, 126.77655519999999 -8.488677100000006, 126.7765653 -8.488672300000005, 126.77662390000002 -8.4886712, 126.7766341 -8.488677399999998, 126.77666659999998 -8.488688800000006, 126.77667500000001 -8.4886981, 126.77667850000002 -8.488716000000005, 126.7766769 -8.488727799999989, 126.77667290000001 -8.4887361, 126.7766736 -8.488749500000004, 126.7766634 -8.48878879999999, 126.77665640000001 -8.488796099999993, 126.7766685 -8.488833200000004, 126.7766685 -8.488842499999999, 126.7766877 -8.488858399999996, 126.7766928 -8.488866299999994, 126.77670419999997 -8.488872099999995, 126.77672069999997 -8.48887389999999, 126.77673169999998 -8.488867999999997, 126.77674239999999 -8.488869099999995, 126.7767552 -8.488866699999996, 126.77676530000001 -8.488860900000002, 126.77677519999999 -8.488860599999992, 126.77679529999999 -8.488869400000006, 126.7768147 -8.488888, 126.77688009999997 -8.488912199999996, 126.77690219999998 -8.488913599999995, 126.77693429999998 -8.488906200000006, 126.77697379999998 -8.488920599999991, 126.7769832 -8.488926799999994, 126.7770021 -8.488958899999993, 126.77696659999998 -8.489025599999989, 126.77694829999999 -8.489078700000006)))"
571,"MULTIPOLYGON (((126.60081326702166 -8.586537121829434, 126.60077760208091 -8.586591840336403, 126.60074828382977 -8.586614897406676, 126.60059455500055 -8.586678069294058, 126.60045635190353 -8.586743300758028, 126.60030809954445 -8.586760855540646, 126.60017138303772 -8.586748905101812, 126.6001005 -8.586643799999996, 126.60009740000001 -8.586630200000005, 126.60012979999999 -8.58653789999999, 126.6001498 -8.586508900000002, 126.6001899 -8.586487800000006, 126.6001992 -8.586474100000004, 126.6002412 -8.586383499999997, 126.60024949999998 -8.586374499999994, 126.6002541 -8.586365000000002, 126.60026519999998 -8.586351800000006, 126.6003118 -8.586321799999999, 126.6003526 -8.586306199999997, 126.60037400000002 -8.5862776, 126.60037849999999 -8.586265300000004, 126.600379 -8.586248099999995, 126.60038559999997 -8.586225800000006, 126.6003993 -8.586198899999992, 126.60040129999999 -8.586185899999991, 126.60039469999998 -8.586169399999996, 126.60039320000001 -8.58615389999999, 126.6003981 -8.5861398, 126.60040859999997 -8.586125499999994, 126.60041669999998 -8.586121400000005, 126.60042709999999 -8.586107600000009, 126.6004255 -8.586097899999999, 126.6004446 -8.586013899999994, 126.60045379999998 -8.586006599999989, 126.60046580000001 -8.586004900000002, 126.60051260000002 -8.5860156, 126.60053309999998 -8.586030800000001, 126.60054009999999 -8.58604069999999, 126.60058760000001 -8.586068099999999, 126.60059480000001 -8.5860764, 126.60063140000001 -8.586089099999995, 126.60064790000001 -8.5860885, 126.60069239999997 -8.586101799999998, 126.6007121 -8.586101799999993, 126.6007241 -8.586098399999992, 126.60078494799687 -8.586118475297472, 126.60078147528554 -8.586219928417005, 126.60079187827864 -8.58630508327228, 126.60080642685911 -8.586360067138033, 126.6008098 -8.586437399999996, 126.60081326702166 -8.586537121829434)))"
572,"MULTIPOLYGON (((126.64860522219328 -8.650175582420822, 126.64857838072047 -8.650238501010472, 126.64858069192088 -8.650310781734118, 126.64864595050153 -8.650380854933916, 126.64872563060558 -8.650439543365168, 126.64878899607184 -8.650480713483512, 126.64884568901076 -8.650415903226268, 126.64888324102996 -8.65037537658971, 126.64886351943416 -8.65033941345371, 126.64886313230836 -8.650299248948748, 126.64892962019825 -8.65024559229815, 126.64894884626138 -8.650230144868708, 126.64899496017506 -8.65015659858927, 126.64902138148413 -8.650133852204466, 126.64906216232222 -8.650093294749212, 126.6490932798 -8.650055239624368, 126.64919073795814 -8.649948265331998, 126.6492565888675 -8.649912288748387, 126.64928248167674 -8.649918468494818, 126.6493319695428 -8.649943703732982, 126.64943736239434 -8.650073645911242, 126.6495533188135 -8.650210717454378, 126.64963133803798 -8.650264601329367, 126.64968638353743 -8.650280143075213, 126.64971765582382 -8.650258153705993, 126.64973904792139 -8.650216174582571, 126.64976126271885 -8.650175794331766, 126.64974251273853 -8.650073142844782, 126.64977433666373 -8.650024637226018, 126.64978209903958 -8.649992428589302, 126.64977017851128 -8.649928273336442, 126.64981482492155 -8.649870004947063, 126.649887834038 -8.649739163094383, 126.6499130143616 -8.649671440194094, 126.6499026308316 -8.649599236644702, 126.64983749620511 -8.649542016326356, 126.64980651235011 -8.649510177590491, 126.64979979135703 -8.649482927403634, 126.64971888419416 -8.64946441906015, 126.64966557714955 -8.649461714488911, 126.64962830596059 -8.649447609743667, 126.64957316767722 -8.64942242846375, 126.64953760383636 -8.649417947769845, 126.64950711556656 -8.649437519526531, 126.64948088790831 -8.649480348152863, 126.64946165416052 -8.649494992295258, 126.64941710255998 -8.649479350296701, 126.64939277580342 -8.649551885228908, 126.6493667881574 -8.649619615835785, 126.64935135623193 -8.64969367259287, 126.64928404579722 -8.649745730379045, 126.64923586071554 -8.64977189796373, 126.64920681648711 -8.649773781928136, 126.64917382909806 -8.649785343893784, 126.64912988137962 -8.649832358481753, 126.64900389196698 -8.649910683984096, 126.64890335400082 -8.64994940170423, 126.64884391429493 -8.649980496866453, 126.6487673362271 -8.650034249793679, 126.6487096928577 -8.650084206856906, 126.6486632691998 -8.650125621509924, 126.64860522219328 -8.650175582420822)))"
573,"MULTIPOLYGON (((126.58699449999997 -8.6049683, 126.5869874 -8.604979199999994, 126.58696690000001 -8.604985000000005, 126.58695600000001 -8.604985099999992, 126.58690149999998 -8.604970600000005, 126.58683359999999 -8.604923700000006, 126.5867966 -8.604922100000005, 126.58678770000002 -8.604918600000003, 126.5867695 -8.604895099999998, 126.58676079999998 -8.604891199999994, 126.58673580000001 -8.60488419999999, 126.5867188 -8.604874999999991, 126.586682 -8.60481999999999, 126.58665929999998 -8.604800799999996, 126.58664189999999 -8.604777899999995, 126.5866298 -8.604767900000008, 126.58662669999997 -8.604743700000006, 126.5866334 -8.604734599999997, 126.58662600000001 -8.604723699999997, 126.5866048 -8.604709500000004, 126.5865275636315 -8.60463386936609, 126.5864655375481 -8.604535413154158, 126.58647419999998 -8.604426399999994, 126.58646960000002 -8.604374599999996, 126.5864515 -8.604357, 126.5864521 -8.60434599999999, 126.5864635 -8.604325900000008, 126.5864748 -8.604317499999995, 126.5865145 -8.60429989999999, 126.58653659999999 -8.604278699999998, 126.58659809999997 -8.604289699999995, 126.58661579999998 -8.604288800000004, 126.586624 -8.604282300000001, 126.5866274 -8.604270300000001, 126.5866255 -8.604250300000006, 126.58664700000001 -8.604211500000002, 126.58665420000001 -8.604205900000004, 126.5866652 -8.604201000000002, 126.5866775 -8.604198900000005, 126.58672559999998 -8.604212899999998, 126.5867366 -8.60422239999999, 126.586742 -8.604231799999994, 126.5867504 -8.604238199999992, 126.58677390000001 -8.604247, 126.5868889912963 -8.604249657942908, 126.5870505943894 -8.604253635975178, 126.58711664378639 -8.604257282504705, 126.58720616251229 -8.604329550082861, 126.58726759999999 -8.604393499999995, 126.5872773 -8.604402199999996, 126.5872502 -8.604471400000005, 126.58723930000001 -8.604485100000002, 126.5872184 -8.604538400000003, 126.58721529999998 -8.604570599999995, 126.58719509999999 -8.604635400000003, 126.5871838 -8.6046523, 126.5871744 -8.604660900000004, 126.58716829999997 -8.604670299999999, 126.587164 -8.604683999999999, 126.58716319999999 -8.604693799999998, 126.58714800000001 -8.6047296, 126.58715389999999 -8.604813300000002, 126.5871614 -8.604828300000001, 126.58717290000001 -8.604838199999996, 126.58717509999998 -8.604848599999997, 126.58716509999999 -8.604860700000003, 126.5871566 -8.6048656, 126.58714059999998 -8.604870800000004, 126.58713339999998 -8.604886900000002, 126.58713479999999 -8.604900199999996, 126.587125 -8.604927900000002, 126.58710899999998 -8.604938900000006, 126.58703169999998 -8.604965299999996, 126.58699449999997 -8.6049683)))"
