external_id,boundary
33,"MULTIPOLYGON (((125.21199449518195 -9.37884019879714, 125.2108872151846 -9.378226903826954, 125.21049788800217 -9.379346742765684, 125.21100101443749 -9.37956357426244, 125.21199449518195 -9.37884019879714)))"
34,"MULTIPOLYGON (((125.21668758670268 -9.377221110262713, 125.21660281001417 -9.376909538367366, 125.21655753590456 -9.376578560899244, 125.21645505264767 -9.376353053727438, 125.21559891135482 -9.376983568631458, 125.21463433590044 -9.3757134368366, 125.21376414262834 -9.376272714383802, 125.21435358835323 -9.376974027880957, 125.21469304089423 -9.377365686272302, 125.21538768924488 -9.377919989932277, 125.21574755588546 -9.378681873459724, 125.21650231435031 -9.378247426689825, 125.21681276747034 -9.378006250024626, 125.21678215767042 -9.377547582774797, 125.21668758670268 -9.377221110262713)))"
35,"MULTIPOLYGON (((125.20170548120603 -9.400391616670243, 125.20243505 -9.401302496666665, 125.20180794000001 -9.40196272, 125.20088834999999 -9.401222756666659, 125.20076841666666 -9.400705763333336, 125.20170548120603 -9.400391616670243)))"
36,"MULTIPOLYGON (((125.20209072333411 -9.400235140352816, 125.2026809935784 -9.400036290447812, 125.20282928800962 -9.400620854234074, 125.20299488111502 -9.401006940621965, 125.20251045289055 -9.401263515936202, 125.2023557595347 -9.401093631308683, 125.20220984185535 -9.400896632958062, 125.2020184724062 -9.400654969531455, 125.20179991056463 -9.400395518743826, 125.20209072333411 -9.400235140352816)))"
37,"MULTIPOLYGON (((125.21288078272627 -9.37105393572659, 125.21324586736021 -9.370785964845147, 125.21295257468678 -9.370453128667494, 125.21268228344736 -9.370139623518774, 125.21252073512869 -9.369948907073674, 125.21229945607779 -9.37015149093314, 125.21220501545649 -9.370242848208246, 125.21234917812953 -9.370405216571024, 125.21276481878343 -9.370919372819474, 125.2127663848458 -9.37091283942976, 125.21288078272627 -9.37105393572659)))"
38,"MULTIPOLYGON (((125.18904121666667 -9.400583953333328, 125.18895654980905 -9.40065986451419, 125.18877385950287 -9.400153455672674, 125.18883090000001 -9.400058920000001, 125.18874857333334 -9.399949833333324, 125.18855451666666 -9.39946382, 125.18850522666665 -9.399288103333333, 125.18853109333332 -9.398982356666673, 125.18845758999997 -9.398697053333331, 125.18874061333334 -9.398603519999993, 125.18881925333334 -9.398529950000002, 125.18923439 -9.398399400000006, 125.18933381333333 -9.398982776666664, 125.18938794666664 -9.399058549999994, 125.18947221666669 -9.39954332666667, 125.18967851164881 -9.400340680160367, 125.18904121666667 -9.400583953333328)))"
39,"MULTIPOLYGON (((125.11815864061379 -9.347400159557129, 125.11858284406921 -9.347333780699799, 125.11867774523698 -9.347687800519914, 125.11853056772547 -9.347806340191362, 125.11842718029082 -9.34781115655883, 125.11841112260174 -9.34771751738881, 125.11834236458412 -9.347634734253514, 125.11826548623753 -9.347586262687747, 125.1181314283914 -9.347611615915278, 125.11809444855545 -9.34754975492688, 125.11817469830285 -9.347493798727173, 125.11815864061379 -9.347400159557129)))"
40,"MULTIPOLYGON (((125.13098909094408 -9.347494525762492, 125.13088873010705 -9.346280276441492, 125.13071956016941 -9.34591574821684, 125.1302235643518 -9.34559274620997, 125.12966946792996 -9.34589752022259, 125.12920367197562 -9.346246220969167, 125.12919189247916 -9.347130055519685, 125.12960099970334 -9.347863906858972, 125.13002848754643 -9.347864736734047, 125.13066362368825 -9.347852969522277, 125.13098909094408 -9.347494525762492)))"
41,"MULTIPOLYGON (((125.14991130887131 -9.38276395205892, 125.15062725815996 -9.38216838362411, 125.1505448923126 -9.382067010273497, 125.15042451145874 -9.381940293585254, 125.15025977976403 -9.381743882718443, 125.14999367471867 -9.381452434335461, 125.14979092801747 -9.381598158526955, 125.14937276294623 -9.381788233559334, 125.14944245712475 -9.382371130325327, 125.14991130887131 -9.382770287893324, 125.14991130887131 -9.38276395205892)))"
42,"MULTIPOLYGON (((125.14951848713773 -9.3816678527055, 125.14901850023541 -9.380894910095224, 125.14882788118672 -9.380685798371506, 125.14896726954377 -9.380514730842364, 125.14924460657087 -9.380397450912817, 125.14942408981894 -9.380678880715905, 125.14979726385188 -9.381040605098626, 125.1498644303106 -9.381177235569053, 125.14996055585954 -9.381240116889716, 125.15004436139401 -9.381357396819274, 125.14974024134219 -9.381585486858121, 125.14951848713773 -9.3816678527055)))"
43,"MULTIPOLYGON (((125.14874803729248 -9.380697673046251, 125.14904076711792 -9.380980645210855, 125.14946034653444 -9.381673439131111, 125.14932373928255 -9.381751500417899, 125.14908955542218 -9.381780773400443, 125.14881634091839 -9.381936895974023, 125.14854312641465 -9.381946653634866, 125.1481137893373 -9.381058706497651, 125.14874803729248 -9.380697673046251)))"
44,"MULTIPOLYGON (((125.14946520002603 -9.380614903736747, 125.14930340550471 -9.380346393680025, 125.14941356347668 -9.380291314694022, 125.14948782077062 -9.380225607826251, 125.14958524533675 -9.380254114532002, 125.14968551597003 -9.380219023524901, 125.14975578429974 -9.380260094541974, 125.14989692420136 -9.380278399874628, 125.15001238417835 -9.380365553845442, 125.15017243256047 -9.380426311220344, 125.15037684248941 -9.380568984148328, 125.15040684479301 -9.380710588847725, 125.15034302136537 -9.380924723032983, 125.1501640146609 -9.38121733014609, 125.15010205080162 -9.381348142737822, 125.15003664450579 -9.381207002836213, 125.14976052200001 -9.380937364000001, 125.14946520002603 -9.380614903736747)))"
45,"MULTIPOLYGON (((125.10252267915547 -9.339138627070616, 125.1027440500874 -9.339170700908443, 125.10299200674812 -9.339275108482523, 125.10315643667671 -9.339117204460903, 125.10333300927336 -9.338808160816313, 125.10321887321807 -9.338308113239464, 125.10308850459734 -9.337916041683947, 125.10298433784156 -9.337754780317223, 125.10271775295425 -9.337585477443358, 125.10248829749575 -9.337532324096484, 125.10223062837514 -9.337552262695372, 125.1020445338552 -9.337675928102971, 125.10193691511466 -9.337860755731834, 125.1019043229595 -9.338219269438708, 125.10202510614468 -9.33843148315705, 125.10206185170951 -9.338592147836184, 125.10218678830427 -9.338826690641733, 125.10239320528704 -9.339072097499002, 125.10252267915547 -9.339138627070616)))"
46,"MULTIPOLYGON (((125.19910291031293 -9.379668611725284, 125.19930654666666 -9.380117616666656, 125.19967495999998 -9.379957270000002, 125.19949857333333 -9.37951808666667, 125.19910291031293 -9.379668611725284)))"
47,"MULTIPOLYGON (((125.21123639333332 -9.373461403333328, 125.21158101666668 -9.373978763333328, 125.21178187085759 -9.374317212851363, 125.21137552995452 -9.37451031974135, 125.21085324469021 -9.373665097772673, 125.21123639333332 -9.373461403333328)))"
48,"MULTIPOLYGON (((125.20312123461362 -9.399570093162259, 125.20288055124729 -9.399673243176412, 125.20267420943448 -9.399835440451842, 125.2027548371675 -9.400123450008989, 125.20328885338661 -9.399885990080577, 125.20312123461362 -9.399570093162259)))"
49,"MULTIPOLYGON (((125.06846687647507 -9.330167366956461, 125.06854402717634 -9.330177866266501, 125.06861664203377 -9.330184858298532, 125.06863030151565 -9.329944789223871, 125.06856742536895 -9.329681432546403, 125.0685639679638 -9.329581563313134, 125.06854905069045 -9.329481213901325, 125.06842417438298 -9.329510108926554, 125.06823356098543 -9.329533030470984, 125.06803241396801 -9.329594709799329, 125.06786909427971 -9.329662491705832, 125.0676932799857 -9.329718627576217, 125.06771754847514 -9.329804726988836, 125.06777855561799 -9.329940923068438, 125.06783395558072 -9.33007911085934, 125.06782568485116 -9.33023360029451, 125.06795848243783 -9.330199835789692, 125.06811326104585 -9.33018868695338, 125.06824118329641 -9.330174751486515, 125.06840617741098 -9.330169067055007, 125.06846687647507 -9.330167366956461)))"
50,"MULTIPOLYGON (((125.06784052461067 -9.330487456069656, 125.06787765687447 -9.3307314349364, 125.06791294250058 -9.330953603683586, 125.06818418401677 -9.330914163122644, 125.06835312506009 -9.330833959662373, 125.06862676225667 -9.330887673768979, 125.06872536945413 -9.330884816429206, 125.06870921137421 -9.330693977883067, 125.06872123926256 -9.330511736099607, 125.0686914935496 -9.330354997711078, 125.06863226427322 -9.330239196988343, 125.06845499898114 -9.330222563417568, 125.06829051414469 -9.330224199633602, 125.06813239077786 -9.330237587756931, 125.06800199171997 -9.330254120113047, 125.06782843408234 -9.33027979827443, 125.06784052461067 -9.330487456069656)))"
51,"MULTIPOLYGON (((125.0739164475424 -9.306559028670566, 125.07493837605905 -9.306045780075035, 125.07518219366548 -9.306521008597839, 125.07490833346131 -9.306708492265638, 125.07466244819094 -9.306821080450078, 125.07437777844079 -9.306888334679218, 125.07399032144399 -9.30698780466944, 125.0739164475424 -9.306559028670566)))"
52,"MULTIPOLYGON (((125.0749545332816 -9.306002328747178, 125.07481374939856 -9.305616128254584, 125.07461912001655 -9.305624127425009, 125.07446327511421 -9.30567746055069, 125.07382679655399 -9.306059029923464, 125.07378793263334 -9.30623005101419, 125.07392099139676 -9.306520642697334, 125.0749545332816 -9.306002328747178)))"
53,"MULTIPOLYGON (((125.06351709337773 -9.307440334770796, 125.06359482865369 -9.307370992233754, 125.06337956336299 -9.307110264267337, 125.06329771219002 -9.307199839673364, 125.06316123918575 -9.307126547605195, 125.06284568686337 -9.30675530239725, 125.06315692966048 -9.306056799157199, 125.06342993842159 -9.306232413709013, 125.06385813986309 -9.30642368715221, 125.06440257810796 -9.30649470083878, 125.06451049260141 -9.307043447276186, 125.06435313697793 -9.307301422707958, 125.06414004800317 -9.307357613850016, 125.0640368397009 -9.30742513048076, 125.06388826939437 -9.30792931958214, 125.0636725029248 -9.307842152396974, 125.0634797603171 -9.307551165327276, 125.06351709337773 -9.307440334770796)))"
54,"MULTIPOLYGON (((125.21223902985948 -9.374081720412539, 125.21183417418526 -9.374331031443829, 125.21126360545269 -9.373427101910139, 125.21169080895122 -9.373089467883508, 125.21223902985948 -9.374081720412539)))"
55,"MULTIPOLYGON (((125.02676201000003 -9.276589333333341, 125.02647116753302 -9.276427715445353, 125.02634520323778 -9.276387897597985, 125.02600111999999 -9.27648742666667, 125.02594750333333 -9.276436696666662, 125.02590633666668 -9.276368989999995, 125.02590591666667 -9.276238216666673, 125.02593536 -9.276133450000007, 125.02605455000001 -9.27606913, 125.02620031333333 -9.276022249999986, 125.02642787333332 -9.27608953, 125.02664787666667 -9.276045533333328, 125.02669585666668 -9.27596105333333, 125.02682303 -9.275912516666658, 125.02694100999999 -9.275968230000002, 125.02730902333334 -9.276047603333327, 125.02743491344367 -9.276054164112583, 125.02745543920373 -9.276031401276951, 125.02753875333333 -9.276008406666671, 125.02765472 -9.276043019999998, 125.02782263863112 -9.27601354751192, 125.02798248804706 -9.276301967552543, 125.02802105452244 -9.276419374205714, 125.0279025856804 -9.276534928412461, 125.02778485750683 -9.276610085788182, 125.02744084071166 -9.276963975150924, 125.02724681888066 -9.277118006621142, 125.02702339473169 -9.277245740932837, 125.02704767931775 -9.276993689136324, 125.02698926981692 -9.276660437797617, 125.02683687667343 -9.276582172281897, 125.02676201000003 -9.276589333333341)))"
56,"MULTIPOLYGON (((125.00862311647785 -9.275530474755719, 125.00928743184065 -9.275745912754255, 125.00921444424928 -9.275915443009673, 125.00904757055682 -9.276121279360423, 125.00881158222009 -9.276327866673036, 125.00841872776049 -9.276078702171425, 125.00854017516075 -9.275812298235207, 125.00862311647785 -9.275530474755719)))"
57,"MULTIPOLYGON (((125.17914855333332 -9.206633873333333, 125.17929148333334 -9.206798839999998, 125.17945452000001 -9.206719796666668, 125.17951012999998 -9.206740966666663, 125.1795161218428 -9.206900510724552, 125.17956548026498 -9.207083529312728, 125.17965657355182 -9.207269260474943, 125.1797600248948 -9.207429547113499, 125.1797984909381 -9.207631156929938, 125.17979456840077 -9.207754421459748, 125.17980804153005 -9.207858940640852, 125.17960147166256 -9.208042691390894, 125.179491665616 -9.208128552004046, 125.17937889979949 -9.208209821751405, 125.1792793800071 -9.208201430527419, 125.17917690044477 -9.208188448437609, 125.1790736935096 -9.208189434912018, 125.17899248577383 -9.208128601983063, 125.17891326000002 -9.208095266666675, 125.17880273229393 -9.207874827392907, 125.17870336333334 -9.20765259666667, 125.17866310666668 -9.207580526666659, 125.17878524532155 -9.207385649778544, 125.17893199999997 -9.207199499999994, 125.1788325888014 -9.207027284287316, 125.1787592566667 -9.20685365666666, 125.17865079000002 -9.20662898999999, 125.17872528666668 -9.206560880000008, 125.17877086999997 -9.206399736666674, 125.17893592333333 -9.206307096666672, 125.17901613333333 -9.20639373333333, 125.17914855333332 -9.206633873333333)))"
58,"MULTIPOLYGON (((125.18172033999998 -9.208655433333329, 125.1816758733333 -9.208652893333324, 125.18161167000001 -9.208586703333328, 125.18147489999998 -9.208587503333325, 125.18143893999995 -9.20854540333333, 125.18120300666665 -9.208524590000007, 125.18110631999998 -9.208461350000004, 125.18088537333331 -9.208398649999998, 125.18084209988199 -9.20840956836577, 125.18078145666667 -9.208480263333328, 125.18064220333333 -9.208443009999998, 125.18065147771216 -9.208285587748307, 125.18068074999998 -9.208157889999995, 125.18074762820932 -9.208145182080834, 125.18081802903188 -9.208177914189953, 125.18085925726666 -9.208172083994441, 125.18097319473631 -9.208199853328631, 125.1810115514568 -9.208190603414614, 125.18107830272683 -9.208211806553352, 125.18115222341427 -9.208173898536236, 125.18124783174407 -9.208218809131873, 125.18137801240844 -9.208231462449753, 125.18161688230954 -9.208304092972844, 125.18171440398132 -9.208396397121541, 125.18178481666665 -9.208520213333326, 125.18172033999998 -9.208655433333329)))"
59,"MULTIPOLYGON (((125.17823062193564 -9.200168040395392, 125.1781537173107 -9.200185772217255, 125.1781050407346 -9.200195017603635, 125.17801496333333 -9.200233793333338, 125.17797130859911 -9.200233769149383, 125.17794752735372 -9.200229200028124, 125.17789526588378 -9.200189834363224, 125.17785835666666 -9.200148236666674, 125.17783876449629 -9.20011813557647, 125.17783013666667 -9.200085813333335, 125.17782884912081 -9.200035963740975, 125.17785126167418 -9.200004860690113, 125.17791078585547 -9.199980939167437, 125.17794685666668 -9.199960726666664, 125.17800060278478 -9.199927652212006, 125.17803661018063 -9.199861122274413, 125.17812208687388 -9.19983837962416, 125.17821154804204 -9.199833157695355, 125.17831593666664 -9.19979099333334, 125.17841228666666 -9.19975969999999, 125.17844548554193 -9.199751149329414, 125.17848298772627 -9.199741721785713, 125.17854049996724 -9.199709920676758, 125.17859908333334 -9.199680373333324, 125.17865910000002 -9.19966138333333, 125.17874749999997 -9.199669716666666, 125.17877469602018 -9.199728301020738, 125.17879216564698 -9.199769252109757, 125.17880474794043 -9.199793957597663, 125.1788209265189 -9.199824127203863, 125.17884885613908 -9.199892638254587, 125.178868119566 -9.199976590710433, 125.17868657666666 -9.200035350000007, 125.17860688333333 -9.20005466666667, 125.17857087999998 -9.200078899999998, 125.17851141446201 -9.200094760482687, 125.17845163454375 -9.200120171434845, 125.17839840929678 -9.200134596288708, 125.17833567394115 -9.20014674606271, 125.17823062193564 -9.200168040395392)))"
60,"MULTIPOLYGON (((125.00677500854427 -9.27781569720814, 125.00659725046218 -9.278523255513221, 125.00655198149731 -9.278963890838366, 125.00665915466524 -9.279611868476382, 125.00714352453798 -9.27958881576033, 125.00752201008326 -9.27953889568448, 125.00785131404206 -9.279344949221562, 125.00798401869471 -9.279303980244352, 125.00795873644665 -9.278959459902165, 125.00800328489478 -9.278692150306854, 125.00798412682772 -9.278384657258268, 125.00789527916838 -9.277885809491496, 125.00734205410475 -9.278017307313286, 125.00677500854427 -9.27781569720814)))"
